id,applicant_id,type,detail_json,actor,created_at
443,80,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-31T15:41:00.000Z
444,78,CALL_LOGGED,"{""callLogId"":""106""}",Luis Ortega,2026-08-31T16:12:29.000Z
445,78,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-08-31T16:41:24.000Z
446,81,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-08-31T17:08:00.000Z
447,81,NOTE_ADDED,"{""noteId"":""80""}",Luis Ortega,2026-08-31T17:14:00.000Z
448,83,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-08-31T17:17:00.000Z
449,57,CALL_LOGGED,"{""callLogId"":""107""}",Luis Ortega,2026-08-31T17:26:00.000Z
450,57,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Luis Ortega,2026-08-31T17:37:55.000Z
451,87,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-08-31T18:11:00.000Z
452,63,CALL_LOGGED,"{""callLogId"":""108""}",Dana Whitfield,2026-08-31T18:46:00.000Z
453,63,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Dana Whitfield,2026-08-31T18:56:25.000Z
454,81,CALL_LOGGED,"{""callLogId"":""109""}",Luis Ortega,2026-08-31T19:08:00.000Z
455,65,CALL_LOGGED,"{""callLogId"":""110""}",Dana Whitfield,2026-08-31T19:35:00.000Z
456,65,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Dana Whitfield,2026-08-31T19:44:57.000Z
457,68,ARCHIVED,{},Dana Whitfield,2026-08-31T20:44:00.000Z
458,84,CALL_LOGGED,"{""callLogId"":""111""}",Luis Ortega,2026-08-31T20:59:00.000Z
459,88,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-01T11:22:00.000Z
460,87,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-09-01T13:48:00.000Z
461,87,NOTE_ADDED,"{""noteId"":""81""}",Luis Ortega,2026-09-01T13:51:00.000Z
462,84,CALL_LOGGED,"{""callLogId"":""112""}",Luis Ortega,2026-09-01T14:13:00.000Z
463,82,CALL_LOGGED,"{""callLogId"":""113""}",Dana Whitfield,2026-09-01T14:27:00.000Z
464,84,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-09-01T14:28:54.000Z
465,84,NOTE_ADDED,"{""noteId"":""82""}",Luis Ortega,2026-09-01T14:31:54.000Z
466,75,ARCHIVED,{},Dana Whitfield,2026-09-01T15:22:00.000Z
467,81,CALL_LOGGED,"{""callLogId"":""114""}",Luis Ortega,2026-09-01T15:38:00.000Z
468,81,CALL_LOGGED,"{""callLogId"":""115""}",Luis Ortega,2026-09-01T16:16:00.000Z
469,81,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-09-01T16:27:29.000Z
470,81,NOTE_ADDED,"{""noteId"":""83""}",Luis Ortega,2026-09-01T16:30:29.000Z
471,83,CALL_LOGGED,"{""callLogId"":""116""}",Dana Whitfield,2026-09-01T18:56:00.000Z
472,86,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-09-01T18:58:00.000Z
473,80,CALL_LOGGED,"{""callLogId"":""117""}",Luis Ortega,2026-09-01T19:11:00.000Z
474,89,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-01T20:54:00.000Z
475,59,ARCHIVED,{},Dana Whitfield,2026-09-02T14:19:00.000Z
476,76,CALL_LOGGED,"{""callLogId"":""118""}",Dana Whitfield,2026-09-02T14:38:00.000Z
477,76,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Dana Whitfield,2026-09-02T14:43:28.000Z
478,76,NOTE_ADDED,"{""noteId"":""84""}",Dana Whitfield,2026-09-02T14:48:28.000Z
479,78,CALL_LOGGED,"{""callLogId"":""119""}",Luis Ortega,2026-09-02T15:38:00.000Z
480,78,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-09-02T15:43:54.000Z
481,82,CALL_LOGGED,"{""callLogId"":""120""}",Dana Whitfield,2026-09-02T15:49:00.000Z
482,69,ARCHIVED,{},Luis Ortega,2026-09-02T17:05:00.000Z
483,90,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-09-02T17:29:00.000Z
484,85,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-02T17:52:00.000Z
485,91,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-09-02T18:05:00.000Z
486,89,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-02T18:31:00.000Z
487,83,CALL_LOGGED,"{""callLogId"":""121""}",Dana Whitfield,2026-09-02T20:14:00.000Z
488,92,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-09-02T20:20:00.000Z
489,83,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-09-02T20:32:12.000Z
490,93,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-02T21:12:00.000Z
491,93,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-02T21:27:00.000Z
492,89,CALL_LOGGED,"{""callLogId"":""122""}",Dana Whitfield,2026-09-03T13:06:00.000Z
493,81,CALL_LOGGED,"{""callLogId"":""123""}",Luis Ortega,2026-09-03T13:27:00.000Z
494,81,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-09-03T13:35:40.000Z
495,82,CALL_LOGGED,"{""callLogId"":""124""}",Dana Whitfield,2026-09-03T13:55:00.000Z
496,82,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-09-03T14:10:50.000Z
497,94,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-03T14:25:00.000Z
498,85,CALL_LOGGED,"{""callLogId"":""125""}",Dana Whitfield,2026-09-03T14:38:00.000Z
499,95,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-03T15:24:00.000Z
500,96,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-03T18:32:00.000Z
501,80,CALL_LOGGED,"{""callLogId"":""126""}",Luis Ortega,2026-09-03T18:41:00.000Z
502,89,CALL_LOGGED,"{""callLogId"":""127""}",Dana Whitfield,2026-09-03T19:15:00.000Z
503,88,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-03T19:29:00.000Z
504,90,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-09-03T20:20:00.000Z
505,97,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-03T20:38:00.000Z
506,98,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-03T22:00:00.000Z
507,99,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-04T00:40:00.000Z
508,100,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-04T14:23:00.000Z
509,96,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-09-04T14:24:00.000Z
510,96,NOTE_ADDED,"{""noteId"":""85""}",Dana Whitfield,2026-09-04T14:30:00.000Z
511,101,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-09-04T14:34:00.000Z
512,102,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-04T15:14:00.000Z
513,103,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-04T15:27:00.000Z
514,79,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Luis Ortega,2026-09-04T16:07:00.000Z
515,79,NOTE_ADDED,"{""noteId"":""86""}",Luis Ortega,2026-09-04T16:11:00.000Z
516,89,CALL_LOGGED,"{""callLogId"":""128""}",Dana Whitfield,2026-09-04T16:18:00.000Z
517,78,CALL_LOGGED,"{""callLogId"":""129""}",Luis Ortega,2026-09-04T16:27:00.000Z
518,89,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Withdrawn"",""fromStatusId"":""2"",""toStatusId"":""8""}",Dana Whitfield,2026-09-04T16:33:37.000Z
519,85,CALL_LOGGED,"{""callLogId"":""130""}",Dana Whitfield,2026-09-04T16:35:00.000Z
520,89,NOTE_ADDED,"{""noteId"":""87""}",Dana Whitfield,2026-09-04T16:37:37.000Z
521,97,NOTE_ADDED,"{""noteId"":""88""}",Luis Ortega,2026-09-04T16:38:00.000Z
522,93,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Withdrawn"",""fromStatusId"":""2"",""toStatusId"":""8""}",Dana Whitfield,2026-09-04T16:48:00.000Z
523,85,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-09-04T16:49:42.000Z
524,93,NOTE_ADDED,"{""noteId"":""89""}",Dana Whitfield,2026-09-04T16:52:00.000Z
525,85,NOTE_ADDED,"{""noteId"":""90""}",Dana Whitfield,2026-09-04T16:55:42.000Z
526,78,CALL_LOGGED,"{""callLogId"":""131""}",Luis Ortega,2026-09-04T17:20:00.000Z
527,78,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Luis Ortega,2026-09-04T17:29:37.000Z
528,99,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-04T18:35:00.000Z
529,97,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-04T18:39:00.000Z
530,97,NOTE_ADDED,"{""noteId"":""91""}",Luis Ortega,2026-09-04T18:42:00.000Z
531,99,CALL_LOGGED,"{""callLogId"":""132""}",Dana Whitfield,2026-09-04T18:55:00.000Z
532,88,CALL_LOGGED,"{""callLogId"":""133""}",Dana Whitfield,2026-09-04T19:21:00.000Z
533,104,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-04T19:46:00.000Z
534,105,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-04T21:03:00.000Z
535,106,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-04T23:15:00.000Z
536,107,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-05T11:00:00.000Z
537,108,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-05T15:13:00.000Z
538,109,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-05T16:17:00.000Z
539,110,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-05T20:59:00.000Z
540,111,APPLICATION_CREATED,"{""source"":""MANUAL""}",,2026-09-05T22:00:00.000Z
541,112,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-06T12:05:00.000Z
542,113,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-06T17:43:00.000Z
543,114,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-06T21:06:00.000Z
544,115,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-06T22:03:00.000Z
545,116,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-06T23:17:00.000Z
546,117,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-06T23:59:00.000Z
547,118,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-07T12:18:00.000Z
548,82,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Rejected"",""fromStatusId"":""3"",""toStatusId"":""7""}",Dana Whitfield,2026-09-07T13:36:00.000Z
549,109,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T13:45:00.000Z
550,102,STATUS_CHANGED,"{""from"":""New"",""to"":""Withdrawn"",""fromStatusId"":""1"",""toStatusId"":""8""}",Luis Ortega,2026-09-07T13:58:00.000Z
551,80,CALL_LOGGED,"{""callLogId"":""134""}",Luis Ortega,2026-09-07T14:01:00.000Z
552,95,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T14:04:00.000Z
553,106,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T14:05:00.000Z
554,110,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T14:10:00.000Z
555,76,NOTE_ADDED,"{""noteId"":""92""}",Dana Whitfield,2026-09-07T14:13:00.000Z
556,115,NOTE_ADDED,"{""noteId"":""93""}",Dana Whitfield,2026-09-07T14:16:00.000Z
557,72,ARCHIVED,{},Dana Whitfield,2026-09-07T14:35:00.000Z
558,76,CALL_LOGGED,"{""callLogId"":""135""}",Dana Whitfield,2026-09-07T14:41:00.000Z
559,106,CALL_LOGGED,"{""callLogId"":""136""}",Luis Ortega,2026-09-07T14:41:00.000Z
560,119,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-07T14:48:00.000Z
561,99,CALL_LOGGED,"{""callLogId"":""137""}",Dana Whitfield,2026-09-07T14:50:00.000Z
562,83,CALL_LOGGED,"{""callLogId"":""138""}",Dana Whitfield,2026-09-07T14:55:00.000Z
563,76,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Dana Whitfield,2026-09-07T14:57:20.000Z
564,99,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Dana Whitfield,2026-09-07T15:02:16.000Z
565,115,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-09-07T15:11:00.000Z
566,117,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T15:11:00.000Z
567,115,NOTE_ADDED,"{""noteId"":""94""}",Dana Whitfield,2026-09-07T15:13:00.000Z
568,92,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T15:53:00.000Z
569,120,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-07T16:16:00.000Z
570,104,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T16:31:00.000Z
571,88,CALL_LOGGED,"{""callLogId"":""139""}",Dana Whitfield,2026-09-07T17:06:00.000Z
572,94,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T17:11:00.000Z
573,88,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Rejected"",""fromStatusId"":""2"",""toStatusId"":""7""}",Dana Whitfield,2026-09-07T17:19:42.000Z
574,111,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T17:21:00.000Z
575,117,CALL_LOGGED,"{""callLogId"":""140""}",Dana Whitfield,2026-09-07T17:21:00.000Z
576,57,STATUS_CHANGED,"{""from"":""Offer"",""to"":""Hired"",""fromStatusId"":""5"",""toStatusId"":""6""}",Luis Ortega,2026-09-07T17:23:00.000Z
577,57,NOTE_ADDED,"{""noteId"":""95""}",Luis Ortega,2026-09-07T17:29:00.000Z
578,84,CALL_LOGGED,"{""callLogId"":""141""}",Luis Ortega,2026-09-07T17:47:00.000Z
579,114,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T17:49:00.000Z
580,97,CALL_LOGGED,"{""callLogId"":""142""}",Luis Ortega,2026-09-07T17:50:00.000Z
581,84,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Luis Ortega,2026-09-07T17:56:49.000Z
582,109,CALL_LOGGED,"{""callLogId"":""143""}",Luis Ortega,2026-09-07T18:46:00.000Z
583,98,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T19:03:00.000Z
584,98,NOTE_ADDED,"{""noteId"":""96""}",Dana Whitfield,2026-09-07T19:07:00.000Z
585,77,ARCHIVED,{},Dana Whitfield,2026-09-07T19:11:00.000Z
586,91,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T19:19:00.000Z
587,113,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Luis Ortega,2026-09-07T19:29:00.000Z
588,103,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T19:34:00.000Z
589,98,CALL_LOGGED,"{""callLogId"":""144""}",Dana Whitfield,2026-09-07T19:38:00.000Z
590,108,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T20:01:00.000Z
591,108,NOTE_ADDED,"{""noteId"":""97""}",Dana Whitfield,2026-09-07T20:04:00.000Z
592,117,NOTE_ADDED,"{""noteId"":""98""}",Dana Whitfield,2026-09-07T20:09:00.000Z
593,100,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T20:13:00.000Z
594,105,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-07T20:18:00.000Z
595,65,CALL_LOGGED,"{""callLogId"":""145""}",Dana Whitfield,2026-09-07T20:19:00.000Z
596,101,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T20:20:00.000Z
597,65,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Dana Whitfield,2026-09-07T20:34:47.000Z
598,107,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-07T20:52:00.000Z
599,81,CALL_LOGGED,"{""callLogId"":""146""}",Luis Ortega,2026-09-07T20:54:00.000Z
600,107,NOTE_ADDED,"{""noteId"":""99""}",Luis Ortega,2026-09-07T20:57:00.000Z
601,81,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Luis Ortega,2026-09-07T21:05:59.000Z
602,100,CALL_LOGGED,"{""callLogId"":""147""}",Luis Ortega,2026-09-07T21:06:00.000Z
603,121,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-08T00:59:00.000Z
604,122,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-08T05:32:07.000Z
605,123,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-08T08:32:08.000Z
606,124,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-08T12:44:00.000Z
607,125,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-08T12:44:44.000Z
608,83,CALL_LOGGED,"{""callLogId"":""148""}",Dana Whitfield,2026-09-08T13:25:00.000Z
609,83,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Interview"",""fromStatusId"":""3"",""toStatusId"":""4""}",Dana Whitfield,2026-09-08T13:32:19.000Z
610,100,CALL_LOGGED,"{""callLogId"":""149""}",Luis Ortega,2026-09-08T13:35:00.000Z
611,85,STATUS_CHANGED,"{""from"":""Phone screen"",""to"":""Withdrawn"",""fromStatusId"":""3"",""toStatusId"":""8""}",Dana Whitfield,2026-09-08T13:46:00.000Z
612,109,CALL_LOGGED,"{""callLogId"":""150""}",Luis Ortega,2026-09-08T14:33:00.000Z
613,126,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-08T14:41:09.000Z
614,110,CALL_LOGGED,"{""callLogId"":""151""}",Dana Whitfield,2026-09-08T15:26:00.000Z
615,127,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-08T16:06:00.000Z
616,63,CALL_LOGGED,"{""callLogId"":""152""}",Dana Whitfield,2026-09-08T16:13:00.000Z
617,117,CALL_LOGGED,"{""callLogId"":""153""}",Dana Whitfield,2026-09-08T16:18:00.000Z
618,63,STATUS_CHANGED,"{""from"":""Interview"",""to"":""Offer"",""fromStatusId"":""4"",""toStatusId"":""5""}",Dana Whitfield,2026-09-08T16:25:35.000Z
619,118,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-08T16:27:00.000Z
620,107,CALL_LOGGED,"{""callLogId"":""154""}",Luis Ortega,2026-09-08T16:34:00.000Z
621,119,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-08T17:01:00.000Z
622,103,CALL_LOGGED,"{""callLogId"":""155""}",Luis Ortega,2026-09-08T17:08:00.000Z
623,114,CALL_LOGGED,"{""callLogId"":""156""}",Dana Whitfield,2026-09-08T17:09:00.000Z
624,120,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-08T17:57:00.000Z
625,111,CALL_LOGGED,"{""callLogId"":""157""}",Dana Whitfield,2026-09-08T18:21:00.000Z
626,105,CALL_LOGGED,"{""callLogId"":""158""}",Dana Whitfield,2026-09-08T18:43:00.000Z
627,92,CALL_LOGGED,"{""callLogId"":""159""}",Luis Ortega,2026-09-08T18:47:00.000Z
628,95,CALL_LOGGED,"{""callLogId"":""160""}",Dana Whitfield,2026-09-08T18:49:00.000Z
629,106,CALL_LOGGED,"{""callLogId"":""161""}",Luis Ortega,2026-09-08T18:49:00.000Z
630,128,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-08T18:59:00.000Z
631,124,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Luis Ortega,2026-09-08T19:00:00.000Z
632,124,CALL_LOGGED,"{""callLogId"":""162""}",Luis Ortega,2026-09-08T19:13:00.000Z
633,95,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-09-08T19:14:35.000Z
634,119,CALL_LOGGED,"{""callLogId"":""163""}",Luis Ortega,2026-09-08T19:21:00.000Z
635,119,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Luis Ortega,2026-09-08T19:46:38.000Z
636,104,CALL_LOGGED,"{""callLogId"":""164""}",Luis Ortega,2026-09-08T19:58:00.000Z
637,112,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-08T20:07:00.000Z
638,129,APPLICATION_CREATED,"{""source"":""REFERRAL""}",,2026-09-08T20:31:00.000Z
639,108,CALL_LOGGED,"{""callLogId"":""165""}",Dana Whitfield,2026-09-08T20:46:00.000Z
640,109,CALL_LOGGED,"{""callLogId"":""166""}",Luis Ortega,2026-09-08T20:54:00.000Z
641,130,APPLICATION_CREATED,"{""source"":""EMAIL""}",,2026-09-09T05:11:01.000Z
642,129,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-09-09T13:09:00.000Z
643,103,CALL_LOGGED,"{""callLogId"":""167""}",Luis Ortega,2026-09-09T13:23:00.000Z
644,110,CALL_LOGGED,"{""callLogId"":""168""}",Dana Whitfield,2026-09-09T13:23:00.000Z
645,120,CALL_LOGGED,"{""callLogId"":""169""}",Dana Whitfield,2026-09-09T14:07:00.000Z
646,120,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-09-09T14:20:54.000Z
647,118,CALL_LOGGED,"{""callLogId"":""170""}",Dana Whitfield,2026-09-09T14:23:00.000Z
648,124,CALL_LOGGED,"{""callLogId"":""171""}",Luis Ortega,2026-09-09T15:11:00.000Z
649,109,CALL_LOGGED,"{""callLogId"":""172""}",Luis Ortega,2026-09-09T16:49:00.000Z
650,110,CALL_LOGGED,"{""callLogId"":""173""}",Dana Whitfield,2026-09-09T16:54:00.000Z
651,116,STATUS_CHANGED,"{""from"":""New"",""to"":""Screening"",""fromStatusId"":""1"",""toStatusId"":""2""}",Dana Whitfield,2026-09-09T17:09:00.000Z
652,117,CALL_LOGGED,"{""callLogId"":""174""}",Dana Whitfield,2026-09-09T17:32:00.000Z
653,112,CALL_LOGGED,"{""callLogId"":""175""}",Dana Whitfield,2026-09-09T17:36:00.000Z
654,127,STATUS_CHANGED,"{""from"":""New"",""to"":""Rejected"",""fromStatusId"":""1"",""toStatusId"":""7""}",Dana Whitfield,2026-09-09T17:36:00.000Z
655,106,CALL_LOGGED,"{""callLogId"":""176""}",Luis Ortega,2026-09-09T17:38:00.000Z
656,117,CALL_LOGGED,"{""callLogId"":""177""}",Dana Whitfield,2026-09-09T18:03:29.000Z
657,117,STATUS_CHANGED,"{""from"":""Screening"",""to"":""Phone screen"",""fromStatusId"":""2"",""toStatusId"":""3""}",Dana Whitfield,2026-09-09T18:15:16.000Z
658,117,NOTE_ADDED,"{""noteId"":""100""}",Dana Whitfield,2026-09-09T18:19:16.000Z
659,105,CALL_LOGGED,"{""callLogId"":""178""}",Dana Whitfield,2026-09-09T19:48:00.000Z
660,131,APPLICATION_CREATED,"{""source"":""APPLY_FORM""}",,2026-09-09T20:33:00.000Z
